Calendar_Year,ACARA_SML_ ID,Location_AGE_ID,School_AGE_ID,School_Name,Suburb,State,Postcode,School_Sector,School_Type,Campus_Type,Rolled_Reporting_Description,Year_Range,Geolocation,ICSEA,ICSEA_Percentile,Bottom_SEA_Quarter_(%),Lower_Middle_SEA Quarter_(%),Upper_Middle_SEA_Quarter_(%),Top_SEA_Quarter_(%),Teaching_Staff,Full_Time_Equivalent_Teaching_Staff,Non-Teaching_Staff,Full_Time_Equivalent_Non-Teaching_Staff,Total_Enrolments,Girls_Enrolments,Boys_Enrolments,Full_Time_Equivalent_Enrolments,Indigenous_Enrolments_(%),Language_Background_Other_Than_English-Yes_(%),Language_Background_Other_Than_English-No_(%),Language_Background_Other_Than_English-Not_Stated_(%),ratio
2022,45461,46207,6207,Rosebud Secondary College,Rosebud,VIC,3939,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,982,38,42,33,17,7,92,76.9,43,33,856,432,424,855.8,3,3,97,0,9.304347826
2022,45512,54775,14775,Rowville Secondary College,Rowville,VIC,3178,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1020,56,26,33,28,13,145,127,91,60.1,1777,866,911,1772.3,1,14,85,1,12.25517241
2022,45476,57510,17510,Roxburgh College,Roxburgh Park,VIC,3064,Government,Secondary,School Head Campus,Rolled Reporting,"U, 7-12",Major Cities,915,14,64,22,11,3,127,115.6,77,57.8,1154,550,604,1153,2,79,20,1,9.086614173
2022,40620,54246,14246,Sandringham College,Sandringham,VIC,3191,Government,Secondary,School Head Campus,Rolled Reporting,07-Dec,Major Cities,1093,83,9,20,32,40,97,86.1,37,27.9,977,441,536,974.6,1,17,81,2,10.07216495
2022,45463,49257,9257,Scoresby Secondary College,Scoresby,VIC,3179,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,983,39,41,29,19,10,30,24.7,13,8.9,251,111,140,251,4,12,87,1,8.366666667
2022,45509,54232,14232,Patterson River Secondary College,Seaford,VIC,3198,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,1006,49,29,37,24,10,107,97,47,37,1192,548,644,1190.4,3,12,85,4,11.14018692
2022,45605,58029,18029,Somerville Secondary College,Somerville,VIC,3912,Government,Secondary,School Single Entity,Individual Reporting,07-Dec,Major Cities,968,32,46,35,15,4,37,35.6,25,19.4,325,154,171,324.8,3,3,97,0,8.783783784
2022,52992,87057,87056,Youth2Industry College,South Melbourne,VIC,3205,Independent,Secondary,School Single Entity,Individual Reporting,11-Dec,Major Cities,952,26,50,22,20,8,6,6,3,2.4,52,19,33,52,4,28,72,0,8.666666667
2022,53092,87891,87890,Plenty River College,South Morang,VIC,3752,Independent,Secondary,School Single Entity,Individual Reporting,10-Dec,Major Cities,980,37,41,43,9,8,4,4,6,4.2,40,19,21,40,3,6,94,0,10
2022,45423,48508,8508,Melbourne High School,South Yarra,VIC,3141,Government,Secondary,School Head Campus,Rolled Reporting,09-Dec,Major Cities,1166,97,4,7,25,64,116,97.3,52,29.3,1369,0,1369,1368.3,0,87,12,0,11.80172414
